Index,is_goal
1,0.41236702025124805
8,0.5405115180217159
17,0.5459088426723007
20,0.5146578521960283
22,0.40880913949802544
33,0.41236702025124805
34,0.40880913949802544
35,0.5405115180217159
36,0.5405115180217159
37,0.5293834207824465
38,0.4051421619255711
45,0.5405115180217159
50,0.41480209603960133
55,0.36877356632424874
60,0.3735653126739157
62,0.49936465514986617
66,0.4745209369533135
67,0.4198978683259973
71,0.41236702025124805
72,0.4089593579834415
76,0.40401739314835844
80,0.49936465514986617
85,0.49936465514986617
86,0.4198978683259973
87,0.40880913949802544
92,0.4198978683259973
95,0.4210025448433643
97,0.40401739314835844
104,0.40401739314835844
113,0.40401739314835844
122,0.5405115180217159
123,0.41749773172008114
126,0.40401739314835844
133,0.5405115180217159
134,0.41126234373388104
141,0.49936465514986617
144,0.3772224531717541
150,0.5405115180217159
152,0.4442031848075513
153,0.5405115180217159
156,0.5405115180217159
159,0.5405115180217159
165,0.5405115180217159
172,0.40880913949802544
182,0.5405115180217159
192,0.41236702025124805
193,0.5405115180217159
196,0.4210025448433643
202,0.41126234373388104
205,0.3997637240523084
210,0.36877356632424874
211,0.40401739314835844
228,0.5405115180217159
250,0.5405115180217159
257,0.40880913949802544
260,0.41749773172008114
262,0.49936465514986617
264,0.40880913949802544
267,0.4198978683259973
279,0.5405115180217159
282,0.39649278507116764
293,0.4646869990112814
299,0.4317461579376112
300,0.41480209603960133
301,0.4198978683259973
317,0.36877356632424874
327,0.3735653126739157
328,0.4210025448433643
335,0.5405115180217159
346,0.5172334726069553
348,0.49936465514986617
360,0.3735653126739157
365,0.4442031848075513
379,0.4442031848075513
382,0.41749773172008114
390,0.5146578521960283
391,0.5405115180217159
392,0.49936465514986617
397,0.3735653126739157
417,0.45872321747116157
418,0.40880913949802544
420,0.49936465514986617
428,0.4198978683259973
429,0.49936465514986617
434,0.4317461579376112
439,0.5459088426723007
440,0.3735653126739157
451,0.4244998559130217
456,0.4198978683259973
459,0.49936465514986617
472,0.40336749619082224
480,0.4198978683259973
491,0.3495010159723546
497,0.4210025448433643
509,0.4089593579834415
511,0.3875138709082364
523,0.4646869990112814
533,0.41236702025124805
544,0.5405115180217159
546,0.3772224531717541
552,0.41236702025124805
555,0.5720959564360882
558,0.4339324616065047
560,0.41126234373388104
568,0.40880913949802544
571,0.5405115180217159
573,0.4244998559130217
576,0.5405115180217159
578,0.5405115180217159
591,0.40880913949802544
596,0.4646869990112814
597,0.40401739314835844
601,0.4317461579376112
605,0.40880913949802544
617,0.4210025448433643
625,0.4162749980627573
628,0.41126234373388104
634,0.41749773172008114
646,0.49936465514986617
649,0.41749773172008114
651,0.5146578521960283
654,0.5405115180217159
656,0.5405115180217159
657,0.440471693981892
661,0.5405115180217159
669,0.41445872514668936
670,0.5405115180217159
680,0.5405115180217159
693,0.49936465514986617
694,0.4317461579376112
699,0.4442031848075513
711,0.41236702025124805
715,0.41445872514668936
718,0.4210025448433643
722,0.4210025448433643
723,0.34311202083946535
725,0.4646869990112814
734,0.41236702025124805
735,0.5405115180217159
737,0.49104635884316766
746,0.4210025448433643
747,0.41236702025124805
764,0.41126234373388104
766,0.4089593579834415
767,0.41126234373388104
771,0.4198978683259973
773,0.49936465514986617
774,0.4442031848075513
783,0.49936465514986617
784,0.3705059626212681
789,0.41126234373388104
792,0.3735653126739157
804,0.36877356632424874
809,0.41236702025124805
812,0.3997637240523084
813,0.3735653126739157
817,0.49936465514986617
818,0.4198978683259973
820,0.41236702025124805
825,0.40401739314835844
826,0.40880913949802544
829,0.3772224531717541
833,0.40880913949802544
855,0.3495010159723546
859,0.5405115180217159
862,0.3735653126739157
870,0.36877356632424874
876,0.41236702025124805
880,0.41126234373388104
886,0.5405115180217159
889,0.40401739314835844
891,0.5405115180217159
897,0.5405115180217159
902,0.4089593579834415
903,0.49936465514986617
908,0.3735653126739157
909,0.41749773172008114
920,0.4089593579834415
922,0.40880913949802544
924,0.4162749980627573
932,0.4089593579834415
934,0.4089593579834415
937,0.3735653126739157
938,0.5405115180217159
941,0.4290117645095694
943,0.4210025448433643
947,0.40401739314835844
950,0.40401739314835844
952,0.41236702025124805
954,0.5405115180217159
962,0.5405115180217159
963,0.3997637240523084
975,0.41236702025124805
979,0.4569069445550937
981,0.4646869990112814
983,0.3772224531717541
985,0.5405115180217159
989,0.5405115180217159
995,0.40880913949802544
998,0.5405115180217159
1008,0.49936465514986617
1019,0.5405115180217159
1023,0.40880913949802544
1026,0.41236702025124805
1029,0.4210025448433643
1034,0.40880913949802544
1036,0.49936465514986617
1038,0.40401739314835844
1039,0.41236702025124805
1044,0.4210025448433643
1049,0.40880913949802544
1051,0.5405115180217159
1052,0.4198978683259973
1062,0.5720959564360882
1064,0.45283870939966747
1066,0.4210025448433643
1087,0.5172334726069553
1092,0.40880913949802544
1094,0.4442031848075513
1098,0.40880913949802544
1099,0.4089593579834415
1102,0.3735653126739157
1103,0.41749773172008114
1118,0.41445872514668936
1131,0.49936465514986617
1133,0.5405115180217159
1135,0.5405115180217159
1138,0.5293834207824465
1139,0.5405115180217159
1141,0.5405115180217159
1142,0.3735653126739157
1151,0.5405115180217159
1152,0.40401739314835844
1155,0.5405115180217159
1157,0.5146578521960283
1165,0.4442031848075513
1167,0.5405115180217159
1172,0.5405115180217159
1174,0.5405115180217159
1178,0.4244998559130217
1180,0.5405115180217159
1200,0.41236702025124805
1202,0.41445872514668936
1209,0.49936465514986617
1227,0.4210025448433643
1228,0.5405115180217159
1229,0.40401739314835844
1237,0.5405115180217159
1241,0.4328508344549782
1248,0.49936465514986617
1256,0.41127775684179674
1277,0.41126234373388104
1279,0.40971488414239254
1288,0.5405115180217159
1290,0.4442031848075513
1293,0.5405115180217159
1295,0.40401739314835844
1308,0.4198978683259973
1315,0.5405115180217159
1319,0.5405115180217159
1320,0.4442031848075513
1321,0.4745209369533135
1322,0.49104635884316766
1331,0.40880913949802544
1334,0.4089593579834415
1343,0.41236702025124805
1348,0.4328508344549782
1349,0.4328508344549782
1351,0.5405115180217159
1373,0.4210025448433643
1375,0.41126234373388104
1380,0.5405115180217159
1382,0.4646869990112814
1385,0.5405115180217159
1387,0.41126234373388104
1394,0.40880913949802544
1399,0.4709965977555089
1403,0.5293834207824465
1409,0.49936465514986617
1413,0.49936465514986617
1425,0.5405115180217159
1428,0.4198978683259973
1434,0.36877356632424874
1444,0.5405115180217159
1448,0.3772224531717541
1461,0.40880913949802544
1466,0.4442031848075513
1476,0.4442031848075513
1478,0.41236702025124805
1485,0.41749773172008114
1491,0.5405115180217159
1494,0.4210025448433643
1495,0.5405115180217159
1500,0.5405115180217159
1501,0.4210025448433643
1503,0.40880913949802544
1507,0.5405115180217159
1511,0.40401739314835844
1519,0.5405115180217159
1524,0.4646869990112814
1528,0.5405115180217159
1529,0.49936465514986617
1533,0.5405115180217159
1538,0.5405115180217159
1539,0.41236702025124805
1545,0.40880913949802544
1546,0.5405115180217159
1550,0.41236702025124805
1555,0.40880913949802544
1556,0.4198978683259973
1558,0.5405115180217159
1559,0.40401739314835844
1561,0.5172334726069553
1563,0.5172334726069553
1565,0.5405115180217159
1574,0.40401739314835844
1581,0.5405115180217159
1583,0.40880913949802544
1591,0.40401739314835844
1594,0.4198978683259973
1605,0.41480209603960133
1611,0.40880913949802544
1614,0.45872321747116157
1617,0.40880913949802544
1620,0.41236702025124805
1626,0.4198978683259973
1628,0.4328508344549782
1630,0.40880913949802544
1632,0.4339324616065047
1634,0.4646869990112814
1643,0.40401739314835844
1651,0.40880913949802544
1654,0.36877356632424874
1655,0.40401739314835844
1658,0.4198978683259973
1659,0.45283870939966747
1665,0.4442031848075513
1675,0.4646869990112814
1680,0.5405115180217159
1690,0.39441763419839126
1696,0.49936465514986617
1714,0.49936465514986617
1718,0.5405115180217159
1721,0.4051421619255711
1726,0.40401739314835844
1728,0.4442031848075513
1734,0.40880913949802544
1735,0.4210025448433643
1740,0.4646869990112814
1744,0.4198978683259973
1747,0.40401739314835844
1752,0.4198978683259973
1763,0.5293834207824465
1764,0.41126234373388104
1765,0.5293834207824465
1769,0.41126234373388104
1770,0.5405115180217159
1785,0.4210025448433643
1787,0.4210025448433643
1788,0.5405115180217159
1793,0.41126234373388104
1794,0.5405115180217159
1800,0.40880913949802544
1812,0.45283870939966747
1825,0.4442031848075513
1826,0.5405115180217159
1834,0.36877356632424874
1843,0.3735653126739157
1844,0.3735653126739157
1848,0.41236702025124805
1849,0.5405115180217159
1860,0.5405115180217159
1863,0.5405115180217159
1875,0.4210025448433643
1883,0.40880913949802544
1890,0.4089593579834415
1892,0.4442031848075513
1893,0.40880913949802544
1897,0.4646869990112814
1905,0.40401739314835844
1908,0.49936465514986617
1931,0.49104635884316766
1940,0.5459088426723007
1943,0.4259250541717615
1947,0.36877356632424874
1965,0.4646869990112814
1967,0.40880913949802544
1968,0.40880913949802544
1972,0.5405115180217159
1982,0.4198978683259973
1985,0.4198978683259973
2005,0.4210025448433643
2010,0.4646869990112814
2021,0.40880913949802544
2024,0.4198978683259973
2027,0.4089593579834415
2028,0.49936465514986617
2035,0.39649278507116764
2036,0.4115311570584605
2043,0.4162749980627573
2047,0.41126234373388104
2049,0.40401739314835844
2055,0.4210025448433643
2065,0.40880913949802544
2066,0.4198978683259973
2070,0.49936465514986617
2077,0.5405115180217159
2081,0.41236702025124805
2085,0.49936465514986617
2089,0.39010378993827827
2095,0.41236702025124805
2097,0.5405115180217159
2100,0.40880913949802544
2108,0.5459088426723007
2112,0.49936465514986617
2113,0.5405115180217159
2120,0.4210025448433643
2121,0.3735653126739157
2122,0.4210025448433643
2139,0.40880913949802544
2141,0.40880913949802544
2144,0.40123662607546445
2146,0.49936465514986617
2148,0.3735653126739157
2149,0.5405115180217159
2157,0.3735653126739157
2158,0.5146578521960283
2159,0.41236702025124805
2168,0.45872321747116157
2176,0.5459088426723007
2178,0.5405115180217159
2181,0.4198978683259973
2184,0.41236702025124805
2187,0.4290117645095694
2188,0.4210025448433643
2190,0.4198978683259973
2193,0.5459088426723007
2194,0.5405115180217159
2197,0.49936465514986617
2202,0.5293834207824465
2204,0.5405115180217159
2211,0.4317461579376112
2214,0.4089593579834415
2215,0.49936465514986617
2217,0.34311202083946535
2222,0.40401739314835844
2223,0.4198978683259973
2226,0.41126234373388104
2230,0.5405115180217159
2233,0.5405115180217159
2240,0.5459088426723007
2246,0.4339324616065047
2247,0.3735653126739157
2250,0.49936465514986617
2254,0.41749773172008114
2257,0.5405115180217159
2259,0.4198978683259973
2262,0.4210025448433643
2263,0.4442031848075513
2266,0.3735653126739157
2305,0.41236702025124805
2310,0.41236702025124805
2313,0.5405115180217159
2319,0.4210025448433643
2320,0.4210025448433643
2341,0.41127775684179674
2345,0.5172334726069553
2350,0.5405115180217159
2356,0.40401739314835844
2360,0.40123662607546445
2370,0.3735653126739157
2374,0.5405115180217159
2384,0.41126234373388104
2386,0.41236702025124805
2397,0.49936465514986617
2398,0.3735653126739157
2411,0.49936465514986617
2414,0.5405115180217159
2435,0.5405115180217159
2439,0.5405115180217159
2446,0.5293834207824465
2458,0.4198978683259973
2465,0.41126234373388104
2466,0.40880913949802544
2470,0.41236702025124805
2490,0.42854837834710463
2495,0.5405115180217159
2501,0.4162749980627573
2507,0.4646869990112814
2533,0.36877356632424874
2537,0.40401739314835844
2538,0.41126234373388104
2541,0.4210025448433643
2542,0.5459088426723007
2544,0.5172334726069553
2554,0.4317461579376112
2555,0.4198978683259973
2565,0.5405115180217159
2572,0.4745209369533135
2573,0.40880913949802544
2575,0.5405115180217159
2586,0.5405115180217159
2588,0.4033258890095032
2594,0.5405115180217159
2617,0.5459088426723007
2618,0.4328508344549782
2620,0.4244998559130217
2623,0.5405115180217159
2631,0.5405115180217159
2640,0.49936465514986617
2642,0.5405115180217159
2647,0.40401739314835844
2663,0.41236702025124805
2664,0.4328508344549782
2676,0.40880913949802544
